text,triplets,relations,definitions
"Watership Down ( film ) features the voices of John Hurt, Richard Briers, Harry Andrews, Simon Cadell, Nigel Hawthorne and Roy Kinnear, among others, and was the last film work of Zero Mostel, as the voice of Kehaar the gull.","[['Watership Down ( film )', 'voice actor', 'Zero Mostel'], ['Watership Down ( film )', 'voice actor', 'Simon Cadell'], ['Watership Down ( film )', 'voice actor', 'John Hurt'], ['Watership Down ( film )', 'voice actor', 'Harry Andrews'], ['Watership Down ( film )', 'voice actor', 'Richard Briers']]",['voice actor'],"voice actor: The subject entity features the person specified by the object entity as a voice actor, contributing their voice to a character in the subject entity."
"Continuous Call Team is produced and broadcast by 2GB Sydney, and is relayed to stations in New South Wales, the ACT, Queensland, Victoria, Western Australia and Papua New Guinea.","[['Continuous Call Team', 'production company', '2GB']]",['production company'],production company: The subject entity is produced by the company or organization specified by the object entity.
Strahlhorn lies on the range that separates the Mattertal from the Saastal and is located approximately halfway between the Rimpfischhorn and the Schwarzberghorn.,"[['Strahlhorn', 'parent peak', 'Rimpfischhorn']]",['parent peak'],parent peak: The subject entity is a peak that is considered to be the parent or higher peak of the object entity.
Wotruba Church was built between August 1974 and October 1976 on the basis of a model by Fritz Wotruba.,"[['Wotruba Church', 'architect', 'Fritz Wotruba']]",['architect'],architect: The subject entity was designed or created by the person or entity specified by the object entity.
"Dried plum fruits are called ""dried plums"" or prunes, although, in many countries, prunes are a distinct type of dried plum having a wrinkled appearance (Li hing mui for instance).","[['Plum', 'this taxon is source of', 'plum']]",['this taxon is source of'],"this taxon is source of: The subject entity is the origin or source of the object entity, indicating that the object is derived from or produced by the subject."
"Planview is a global enterprise software company headquartered in Austin, Texas.","[['Planview', 'industry', 'Software']]",['industry'],industry: The subject entity operates within the sector or field specified by the object entity.
"Aeroflot Flight 3603 was a Tupolev Tu-154 operating a scheduled domestic passenger flight from Krasnoyarsk to Noril'sk, both in the Soviet Union, that crashed while attempting to land on 17 November 1981.","[['Aeroflot Flight 3603', 'point in time', '17 November 1981']]",['point in time'],point in time: The subject entity occurred or was relevant at the specific date indicated by the object entity.
Davies Gym is the home of the Southern Illinois Salukis women's volleyball team and former home of all indoor sports at SIU.,"[['Davies Gym', 'occupant', 'Southern Illinois Salukis']]",['occupant'],occupant: The subject entity is the place or facility that is occupied or used by the entity specified by the object entity.
Petter Schjerven is the older brother of actor Erik A. Schjerven.,"[['Petter Schjerven', 'sibling', 'Erik A. Schjerven']]",['sibling'],"sibling: The subject entity is a brother or sister of the object entity, indicating a familial relationship between the two."
"With Daria-Larissa Maritczak, Ihor-Andrij Maritczak became a two-time Austrian national champion.","[['Ihor-Andrij Maritczak', 'partner in business or sport', 'Daria-Larissa Maritczak']]",['partner in business or sport'],partner in business or sport: The subject entity collaborates or competes with the object entity in a business or sporting context.
"The Bidwell Bar Bridge, in Oroville, California, refers to two suspension bridges that cross different parts of Lake Oroville.","[['Bidwell Bar Bridge', 'crosses', 'Lake Oroville']]",['crosses'],"crosses: The subject entity spans or extends over the area or object entity specified, allowing passage or connection between two sides."
"On January 1, 2019, Kathy Jennings was sworn in as the 46th Attorney General of Delaware.","[['Attorney General of Delaware', 'officeholder', 'Kathy Jennings']]",['officeholder'],officeholder: The subject entity is the position or office held by the person specified by the object entity.
"In October 2018, Alcoa announced plans to move from Pittsburgh's North Shore to a more downtown Pittsburgh location.","[['Alcoa', 'location of formation', 'Pittsburgh']]",['location of formation'],location of formation: The subject entity was established or formed in the location specified by the object entity.
"In 1927 Max Knoll became the leader of the electron research group there, where he and his co-worker, Ernst Ruska, invented the electron microscope in 1931.","[['Max Knoll', 'doctoral student', 'Ernst Ruska']]",['doctoral student'],doctoral student: The subject entity was a doctoral student under the supervision or mentorship of the person specified by the object entity.
Saint Pudens is commemorated on April 14 in the Eastern Orthodox Church calendar and May 19 according to the Dominican Martyrology.,"[['Saint Pudens', 'feast day', 'May 19']]",['feast day'],feast day: The subject entity is honored or commemorated on the date specified by the object entity.
A.F.C. Porth currently have a senior side in the Welsh Football League Division Two.,"[['A.F.C. Porth', 'league', 'Welsh Football League Division Two']]",['league'],league: The subject entity is a part of or competes in the league specified by the object entity.
"Baiersbronn is twinned with Midhurst in West Sussex, England.","[['Baiersbronn', 'twinned administrative body', 'Midhurst']]",['twinned administrative body'],"twinned administrative body: The subject entity is officially partnered or linked with the administrative body specified by the object entity, often for the purpose of cultural exchange and mutual cooperation."
Marcellus as Hermes Logios was executed in marble (1.80 meters in height) circa 20 BC (i.e.,"[['Marcellus as Hermes Logios', 'material used', 'Marble']]",['material used'],material used: The subject entity is made from the material specified by the object entity.
